"run","KPI","pooled","separate","difference"
15,"Avg_Waiting_room_delay",0.0442305173246702,0.0591365893500399,-0.0149060720253697
15,"Avg_Access_time_days",1.12673611111111,2.47916666666667,-1.35243055555556
15,"Fraction_overtime",0.00520833333333333,0.00520833333333333,0
15,"Avg_Overtime_amount",0.000709653161385925,0.00204853386368227,-0.00133888070229635
16,"Avg_Waiting_room_delay",0.0456236972578803,0.0655306570694523,-0.019906959811572
16,"Avg_Access_time_days",1.12673611111111,2.33506944444444,-1.20833333333333
16,"Fraction_overtime",0.00173611111111111,0.00347222222222222,-0.00173611111111111
16,"Avg_Overtime_amount",0.000296164921596725,0.0018163589710158,-0.00152019404941908
17,"Avg_Waiting_room_delay",0.0370826026182078,0.0617546321166108,-0.024672029498403
17,"Avg_Access_time_days",1.21739130434783,2.32521739130435,-1.10782608695652
17,"Fraction_overtime",0,0.00521739130434783,-0.00521739130434783
17,"Avg_Overtime_amount",0,0.00188172281028556,-0.00188172281028556
18,"Avg_Waiting_room_delay",0.034130992618736,0.059013816657566,-0.02488282403883
18,"Avg_Access_time_days",1.15601503759399,1.9906015037594,-0.834586466165413
18,"Fraction_overtime",0.0018796992481203,0.0037593984962406,-0.0018796992481203
18,"Avg_Overtime_amount",0.000675030328204592,5.51188930978678e-05,0.000619911435106724
19,"Avg_Waiting_room_delay",0.0430649615847257,0.0760047025543839,-0.0329397409696583
19,"Avg_Access_time_days",1.17748091603053,2.52862595419847,-1.35114503816794
19,"Fraction_overtime",0.00572519083969466,0.00190839694656489,0.00381679389312977
19,"Avg_Overtime_amount",0.000905720038860913,0.00104246161223886,-0.000136741573377944
20,"Avg_Waiting_room_delay",0.044484353274308,0.0874650729208605,-0.0429807196465525
20,"Avg_Access_time_days",1.11449016100179,2.73166368515206,-1.61717352415027
20,"Fraction_overtime",0.00178890876565295,0.00536672629695885,-0.0035778175313059
20,"Avg_Overtime_amount",0.000257646110913618,0.00124877886049958,-0.00099113274958596
21,"Avg_Waiting_room_delay",0.0695186235880214,0.0722323141255584,-0.00271369053753692
21,"Avg_Access_time_days",1.09838998211091,2.41860465116279,-1.32021466905188
21,"Fraction_overtime",0.0035778175313059,0.00536672629695885,-0.00178890876565295
21,"Avg_Overtime_amount",0.000964856079286582,0.00267676141452257,-0.00171190533523599
22,"Avg_Waiting_room_delay",0.0386253088346695,0.0634357512023427,-0.0248104423676732
22,"Avg_Access_time_days",1.22241086587436,2.99660441426146,-1.7741935483871
22,"Fraction_overtime",0.0033955857385399,0,0.0033955857385399
22,"Avg_Overtime_amount",0.000808731498383799,0,0.000808731498383799
23,"Avg_Waiting_room_delay",0.03675848170913,0.0610843317013222,-0.0243258499921922
23,"Avg_Access_time_days",1.07956600361664,2.27848101265823,-1.19891500904159
23,"Fraction_overtime",0.00180831826401447,0.00180831826401447,0
23,"Avg_Overtime_amount",0.000249550534436725,0.00172780170292846,-0.00147825116849173
24,"Avg_Waiting_room_delay",0.0443477531044428,0.0852042552957523,-0.0408565021913095
24,"Avg_Access_time_days",1.19516728624535,2.13754646840149,-0.942379182156134
24,"Fraction_overtime",0.00185873605947955,0.00185873605947955,0
24,"Avg_Overtime_amount",0.000506578096197625,0.00111291712167465,-0.000606339025477024
25,"Avg_Waiting_room_delay",0.0429118861761539,0.0432752374745036,-0.000363351298349621
25,"Avg_Access_time_days",1.15635738831615,2.946735395189,-1.79037800687285
25,"Fraction_overtime",0.00343642611683849,0,0.00343642611683849
25,"Avg_Overtime_amount",0.000213417877819219,0,0.000213417877819219
26,"Avg_Waiting_room_delay",0.0461343414116109,0.0713504083610282,-0.0252160669494172
26,"Avg_Access_time_days",1.25744308231173,2.02276707530648,-0.765323992994746
26,"Fraction_overtime",0,0.00700525394045534,-0.00700525394045534
26,"Avg_Overtime_amount",0,0.00569229973153581,-0.00569229973153581
27,"Avg_Waiting_room_delay",0.0435194265670267,0.0504905291395184,-0.00697110257249176
27,"Avg_Access_time_days",1.13924050632911,2.64014466546112,-1.50090415913201
27,"Fraction_overtime",0.00180831826401447,0.00361663652802893,-0.00180831826401447
27,"Avg_Overtime_amount",4.30381752692407e-05,0.00186611113676811,-0.00182307296149887
